1,18.79450990,-3.00955970,-2.83692813
2,18.61989970,-3.11783030,-3.99033522
3,18.70224950,-4.11614990,-2.84157681
4,18.53104970,-4.19153980,-3.98186516
5,18.61000060,-5.22273070,-2.84622693
6,18.44219970,-5.26525120,-3.97339606
7,19.43218040,-3.00873000,-2.80872512
8,19.27409930,-3.11798100,-4.06235814
9,19.35317990,-4.21902090,-2.81341719
10,19.20417020,-4.30218130,-4.05168175
11,19.27417950,-5.42932130,-2.81810784
12,19.13422970,-5.48637970,-4.04100585
19,20.06985090,-3.00789070,-2.78052210
20,19.92831040,-3.11812020,-4.13438201
21,20.00411030,-4.32190140,-2.78525614
22,19.87727930,-4.41281130,-4.12149882
23,19.93836020,-5.63590050,-2.78999018
24,19.82625960,-5.70751000,-4.10861611
31,20.70751950,-3.00706100,-2.75231814
32,20.58251000,-3.11827090,-4.20640587
33,20.65504070,-4.42477040,-2.75709510
34,20.55039980,-4.52345090,-4.19131589
35,20.60255050,-5.84249120,-2.76187110
36,20.51828960,-5.92863090,-4.17622590
39,18.14448930,-6.23730090,-2.71218180
40,17.99698070,-6.25387960,-3.82492184
41,17.67897990,-7.25187110,-2.57813811
42,17.55175020,-7.24252130,-3.67644810
45,18.76325040,-6.54519080,-2.68577504
46,18.64221000,-6.58376120,-3.88745808
47,18.25230980,-7.66106040,-2.55344176
48,18.15018080,-7.68114090,-3.73390984
57,19.38200950,-6.85308080,-2.65936780
58,19.28742980,-6.91362960,-3.94999385
59,18.82564930,-8.07026010,-2.52874684
60,18.74860950,-8.11975010,-3.79137301
69,20.00077060,-7.16097070,-2.63296103
70,19.93265910,-7.24349980,-4.01253104
71,19.39899060,-8.47946070,-2.50405192
72,19.34703060,-8.55837060,-3.84883523
74,18.44732090,-3.22484020,-5.13032937
76,18.37270930,-4.26330000,-5.03588319
78,18.29809950,-5.30175970,-4.94143605
80,19.11738010,-3.22639090,-5.30705094
82,19.06541060,-4.38119130,-5.20414662
84,19.01345060,-5.53598980,-5.10124325
92,19.78742980,-3.22793010,-5.48377156
94,19.75811000,-4.49907120,-5.37241101
96,19.72879030,-5.77021030,-5.26105046
104,20.45749090,-3.22948080,-5.66049313
106,20.45082090,-4.61696060,-5.54067540
108,20.44413950,-6.00444030,-5.42085766
112,17.86207010,-6.26752090,-4.85155892
114,17.42604060,-7.23328020,-4.76168275
118,18.53133960,-6.61849980,-5.00114178
120,18.04923060,-7.70100980,-4.90104031
130,19.20060920,-6.96948050,-5.15072369
132,18.67242050,-8.16874030,-5.04039788
142,19.86988070,-7.32046130,-5.30030656
144,19.29561040,-8.63647080,-5.17975545
145,19.23712920,-2.73511130,0.08682394
146,19.01581950,-2.87234120,-1.37505221
147,19.14466090,-3.92290120,0.10551000
148,18.92345050,-4.01951980,-1.36803412
149,19.05217930,-5.11069110,0.12419606
150,18.83109090,-5.16670990,-1.36101508
151,19.81019020,-2.75199130,0.10503602
152,19.62097930,-2.88054090,-1.35424399
153,19.71850970,-4.02373130,0.11919999
154,19.53573990,-4.12146950,-1.34830784
155,19.62682910,-5.29547120,0.13336397
156,19.45051000,-5.36239050,-1.34237218
163,20.38324930,-2.76885990,0.12324810
164,20.22613910,-2.88874060,-1.33343577
165,20.29236980,-4.12456130,0.13288999
166,20.14802930,-4.22340970,-1.32858300
167,20.20148090,-5.48025130,0.14253092
168,20.06991960,-5.55808070,-1.32372880
175,20.95631980,-2.78573990,0.14145995
176,20.83130070,-2.89694980,-1.31262803
177,20.86622050,-4.22538000,0.14657903
178,20.76032070,-4.32534980,-1.30885720
179,20.77611920,-5.66502960,0.15169907
180,20.68932910,-5.75376130,-1.30508589
183,18.52915950,-6.19330030,0.18514204
184,18.33605960,-6.21524050,-1.27005791
185,18.00613020,-7.27590950,0.24608803
186,17.84103970,-7.26378060,-1.17909980
189,19.06638910,-6.45930100,0.19118405
190,18.91427040,-6.50228120,-1.25280881
191,18.50595090,-7.62313080,0.24900413
192,18.37803080,-7.64216040,-1.16324687
201,19.60362050,-6.72529990,0.19722510
202,19.49246980,-6.78931050,-1.23556113
203,19.00576970,-7.97034080,0.25191903
204,18.91502950,-8.02054030,-1.14739299
213,20.14085010,-6.99129110,0.20326710
214,20.07068060,-7.07633980,-1.21831298
215,19.50559040,-8.31756020,0.25483489
216,19.45202060,-8.39891060,-1.13154006
289,19.66147040,-2.47199060,2.88986969
290,19.45030980,-2.60292060,1.49505210
291,19.57299040,-3.73657040,2.95909274
292,19.35981940,-3.82930000,1.53896904
293,19.48450090,-5.00115020,3.02831561
294,19.26932910,-5.05566980,1.58288598
295,20.17477990,-2.50390060,2.92392880
296,19.99357030,-2.62716110,1.52375198
297,20.07481960,-3.83259010,2.99878192
298,19.89760970,-3.92761040,1.56701398
299,19.97485920,-5.16127970,3.07363510
300,19.80164910,-5.22805980,1.61027694
307,20.68808940,-2.53581050,2.95798791
308,20.53684040,-2.65139010,1.55245090
309,20.57666020,-3.92860990,3.03847122
310,20.43540000,-4.02593040,1.59505892
311,20.46523090,-5.32141120,3.11895448
312,20.33395960,-5.40046120,1.63766790
319,21.20140080,-2.56772040,2.99204690
320,21.08009910,-2.67563060,1.58115006
321,21.07850070,-4.02462960,3.07816053
322,20.97319030,-4.12424090,1.62310410
323,20.95558930,-5.48154070,3.16427398
324,20.86627960,-5.57285120,1.66505790
327,18.91419030,-6.15094000,3.09507770
328,18.72254940,-6.17202000,1.64669395
329,18.34387970,-7.30074120,3.16183979
330,18.17576030,-7.28837970,1.71050096
333,19.37200930,-6.37160110,3.12539983
334,19.21989060,-6.41524130,1.66501499
335,18.76914980,-7.58191110,3.17716444
336,18.63813970,-7.60242080,1.71975303
345,19.82982060,-6.59225090,3.15572179
346,19.71723940,-6.65846060,1.68333602
347,19.19441030,-7.86309050,3.19248909
348,19.10051920,-7.91646960,1.72900510
357,20.28763960,-6.81291010,3.18604380
358,20.21459010,-6.90168000,1.70165706
359,19.61968040,-8.14427000,3.20781368
360,19.56290050,-8.23051070,1.73825598
433,20.07160000,-2.21768950,5.59903395
434,19.86652950,-2.34484100,4.24445182
435,19.97447010,-3.55965050,5.63312602
436,19.77520940,-3.64772990,4.30605501
437,19.87734030,-4.90160950,5.66721797
438,19.68387990,-4.95063020,4.36765832
439,20.53030970,-2.26132970,5.68503297
440,20.35275080,-2.38243110,4.30688042
441,20.41062930,-3.65040970,5.71391905
442,20.24444960,-3.74051100,4.37478829
443,20.29096030,-5.03950120,5.74280501
444,20.13615040,-5.09860040,4.44269622
451,20.98900990,-2.30496030,5.77103210
452,20.83896060,-2.42002110,4.36930889
453,20.84679990,-3.74118050,5.79471207
454,20.71368980,-3.83329010,4.44352150
455,20.70458980,-5.17739110,5.81839204
456,20.58842090,-5.24656110,4.51773411
463,21.44771960,-2.34860040,5.85703111
464,21.32518010,-2.45761110,4.43173749
465,21.28297040,-3.83193970,5.87550497
466,21.18293950,-3.92607120,4.51225472
467,21.11820980,-5.31528090,5.89397812
468,21.04068950,-5.39453130,4.59277201
471,19.25752070,-6.11197090,5.68281603
472,19.08733940,-6.13108070,4.39889229
473,18.63771060,-7.32233050,5.69841302
474,18.49080090,-7.31153110,4.43012643
477,19.64541050,-6.29146010,5.75608111
