-18.25325010,-2.42863090,4.08779902
-18.41263960,-2.35215950,5.44496203
-18.20153050,-3.50068100,4.13240752
-18.36026950,-3.44242100,5.47569800
-18.14981080,-4.57273100,4.17701611
-18.30788990,-4.53268050,5.50643504
-17.67008020,-5.54339980,4.23778841
-17.80900960,-5.51515960,5.53405297
-17.19034960,-6.51407050,4.29856080
-17.31011960,-6.49763110,5.56167102
-17.13755040,-2.96389960,-5.41234231
-17.27302930,-2.89890100,-4.25875401
-17.08399960,-3.91008950,-5.32434201
-17.21561050,-3.86141020,-4.21040892
-17.03045080,-4.85629080,-5.23634171
-17.15818980,-4.82393080,-4.16206383
-16.66597940,-5.74616050,-5.15569424
-16.78216930,-5.72280120,-4.06677603
-16.30150990,-6.63603980,-5.07504677
-16.40615080,-6.62168120,-3.97148680
-17.40851020,-2.83390050,-3.10516476
-17.35042000,-3.81192970,-3.06961894
-17.29232030,-4.78994940,-3.03407311
-16.90155980,-5.69863130,-2.95099997
-16.51079940,-6.60732080,-2.86792779
-17.58702090,-2.74826050,-1.58514285
-17.52909090,-3.74645050,-1.55761313
-17.47117040,-4.74464040,-1.53008389
-17.06158070,-5.66629030,-1.45443606
-16.65200040,-6.58794020,-1.37878680
-17.76552960,-2.66262060,-0.06511998
-17.70776940,-3.68098070,-0.04560804
-17.65000920,-4.69934090,-0.02609491
-17.22160910,-5.63395120,0.04212904
-16.79320910,-6.56857110,0.11035300
-17.92970090,-2.58386040,1.33275795
-17.87528040,-3.61996080,1.37175513
-17.82086940,-4.65606120,1.41075111
-17.37638090,-5.60280040,1.49182701
-16.93189050,-6.54953010,1.57290197
-18.09226990,-2.50586130,2.71706403
-18.04280090,-3.55912020,2.78904510
-17.99332050,-4.61236960,2.86102599
-17.53132060,-5.57151990,2.94159031
-17.06930920,-6.53067970,3.02215463
-16.73722080,1.26706880,-5.80090069
-16.76524930,1.40032000,-4.62449765
-16.85445020,0.21102900,-5.70537209
-16.91069030,0.32748980,-4.53282571
-16.97168920,-0.84501080,-5.60984254
-17.05611990,-0.74534040,-4.44115472
-17.05462070,-1.90444950,-5.51109337
-17.16456990,-1.82212070,-4.34995389
-16.79360960,1.53511040,-3.43441605
-16.96707920,0.44471930,-3.35344100
-17.14056020,-0.64567000,-3.27246689
-17.27453040,-1.73979000,-3.18881583
-16.83044050,1.71018980,-1.88867688
-17.04096980,0.59774010,-1.81277108
-17.25149920,-0.51470950,-1.73686385
-17.41926000,-1.63148120,-1.66100287
-16.86726950,1.88526910,-0.34293818
-17.11436080,0.75017930,-0.27889514
-17.36145970,-0.38490110,-0.21485090
-17.56349950,-1.52375990,-0.13998604
-16.90018080,2.04175950,1.03865099
-17.18139080,0.88810920,1.11175394
-17.46258930,-0.26552970,1.18485689
-17.69614030,-1.42469030,1.25880695
